original_title,production_companies,genres,runtime,vote_average,vote_count
Bloodsucking Freaks,Troma Entertainment,Horror,84.0,4.9,31.0
One Nation Under God,[],[],83.0,0.0,0.0
The Congress,Pandora Filmproduktion,Drama,122.0,6.4,165.0
Earth vs. the Spider,American International Pictures (AIP),Horror,73.0,4.7,15.0
A Trip to Mars,Edison Manufacturing Company,Fantasy,5.0,7.0,4.0
One Small Hitch,Principle Entertainment,Romance,100.0,6.5,45.0
A Stranger in Town,Metro-Goldwyn-Mayer (MGM),Crime,67.0,7.0,2.0
Another 9 1/2 Weeks,M6 Films,Drama,105.0,4.4,13.0
Back in the Saddle,Republic Pictures,Western,73.0,0.0,0.0
The Unbelievers,Black Chalk Productions,Documentary,77.0,6.7,55.0
Escape from Tomorrow,Mankurt Media,Horror,90.0,4.8,88.0
Undocumented,[],Horror,96.0,6.6,10.0
Back To The Secret Garden,Artisan Entertainment,Fantasy,100.0,5.8,13.0
Cult of the Cobra,Universal International Pictures (UI),Horror,82.0,5.9,7.0
Mustasukkaisuus,[],Romance,90.0,8.0,1.0
Bloodsucking Pharaohs in Pittsburgh,Saratoga Film Corporation,Comedy,89.0,4.3,5.0
Bloody Bloody Bible Camp,Production Magic Inc.,Comedy,90.0,5.3,10.0
Bloody New Year,Lazer Entertainment,Horror,90.0,6.5,2.0
The Double,British Film Institute (BFI),Thriller,93.0,6.5,344.0
Deep Dark Canyon,Colorfast Pictures,Action,90.0,5.0,16.0
12 Years a Slave,Plan B Entertainment,Drama,134.0,7.9,3787.0
Only Daughter,[],[],0.0,0.0,0.0
The Trouble with the Truth,Winning Edge Partners,Drama,96.0,6.3,4.0
The Right Kind of Wrong,Serendipity Point Films,Romance,97.0,6.0,99.0
Kill Your Darlings,Killer Films,Drama,104.0,7.1,455.0
The Killing of America,Towa Productions,Documentary,90.0,7.7,12.0
Being Cyrus,[],Comedy,90.0,5.7,9.0
Elokuu,[],Drama,108.0,6.0,4.0
Watermarks,Cinephil,History,80.0,0.0,0.0
Kimjongilia,[],Documentary,75.0,5.5,4.0
Backwoods,[],Horror,85.0,3.5,12.0
Bait Shop,[],Comedy,85.0,4.5,4.0
Varan the Unbelievable,Toho Film (Eiga) Co. Ltd.,Horror,70.0,4.3,6.0
Bridegroom,[],Documentary,79.0,7.5,38.0
29 Palms,George Street Pictures,Comedy,93.0,5.6,10.0
Alien Space Avenger,Flick Productions,Science Fiction,80.0,1.5,2.0
Miracle Run,[],Drama,120.0,7.1,14.0
Spinning Plates,Ambush Entertainment,Documentary,98.0,5.6,5.0
All Is Lost,Sudden Storm Productions,Action,106.0,6.6,679.0
Pillow of Death,Universal Pictures,Mystery,66.0,6.5,6.0
Arthur Newman,Cross Creek Pictures,Drama,101.0,5.6,63.0
Inherit the Wind,MGM Television,Drama,113.0,7.1,8.0
A Little Help,Secret Handshake Entertainment,Comedy,109.0,5.3,24.0
Assault on a Queen,Paramount Pictures,Adventure,106.0,4.3,6.0
Bad Medicine,[],Comedy,98.0,4.5,10.0
Running Wild,[],Adventure,0.0,10.0,1.0
The Borrower,Cannon Group,Science Fiction,90.0,4.3,10.0
Boulevard,[],Action,95.0,3.7,3.0
Man On a Mission: Richard Garriott's Road to the Stars,[],Documentary,94.0,5.0,1.0
Bartok the Magnificent,Twentieth Century Fox Film Corporation,Animation,67.0,5.8,52.0
Ender's Game,Summit Entertainment,Science Fiction,114.0,6.6,2354.0
Maniac,Hammer Film Productions,Comedy,86.0,6.4,5.0
Breaking Point,[],[],132.0,0.0,0.0
The Blue Umbrella,Pixar Animation Studios,Animation,7.0,7.8,183.0
TWA Flight 800,Epix,Documentary,90.0,5.3,3.0
Toy Story of Terror!,Walt Disney Pictures,Animation,22.0,7.3,246.0
Folies Bergère de Paris,20th Century Pictures,Comedy,82.0,5.0,1.0
The Thrill of Brazil,Columbia Pictures Corporation,Music,91.0,7.0,2.0
The Last Days on Mars,Qwerty Films,Science Fiction,98.0,5.2,304.0
The Escape Artist,Zoetrope Studios,Drama,94.0,5.3,6.0
Four Days in July,[],[],96.0,6.5,2.0
Death By China,[],Documentary,78.0,4.5,2.0
Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,92.0,6.0,688.0
Race,[],Drama,161.0,5.8,32.0
Freaky Deaky,Final Cut Productions,Comedy,90.0,4.9,19.0
Thor: The Dark World,Marvel Studios,Action,112.0,6.8,4873.0
The Great Texas Dynamite Chase,New World Pictures,Action,90.0,5.8,4.0
Fragment of Fear,Columbia Pictures Corporation,Mystery,94.0,4.9,5.0
Shock and Awe: The Story of Electricity,BBC,Documentary,180.0,0.0,0.0
Tortured,Insight Film Studios,Crime,107.0,5.3,19.0
Disfigured,[],Drama,96.0,4.0,1.0
Dallas Buyers Club,Universal Studios,Drama,117.0,7.9,2973.0
Gambit,CBS Films,Comedy,89.0,5.1,224.0
Marc Maron: Thinky Pain,Avalon Television Ltd,Comedy,90.0,7.8,11.0
Such Hawks Such Hounds: Scenes from the American Hard Rock Underground,[],Documentary,84.0,6.8,3.0
Beatdown,Lionsgate,Adventure,89.0,5.3,10.0
You May Not Kiss the Bride,"Showcase Entertainment, Inc.",Action,97.0,5.6,60.0
Bad Chicken,[],[],90.0,0.0,0.0
The Selfish Giant,British Film Institute (BFI),Drama,91.0,7.2,83.0
London: The Modern Babylon,BBC Films,[],129.0,7.2,5.0
More Than Honey,Allegro Films,Documentary,90.0,6.9,35.0
The Man Who Captured Eichmann,Turner Pictures (I),TV Movie,96.0,4.3,4.0
Les patriotes,[],Drama,142.0,6.4,6.0
Looking for Lenny,[],Documentary,0.0,4.0,1.0
Beau Brummel,Warner Bros.,Drama,127.0,8.5,2.0
Red Garters,Paramount Pictures,Western,91.0,0.0,0.0
Gang-jeok,Mirovision,Crime,118.0,0.0,0.0
How I Live Now,Cowboy Films,Drama,101.0,6.4,270.0
Girl Most Likely,10th Hole Productions,Comedy,103.0,5.7,103.0
Hours,The Safran Company,Drama,97.0,6.3,272.0
Free the Mind,[],Documentary,80.0,6.2,3.0
Stuck,[],[],90.0,5.5,3.0
Errors of the Human Body,Instinctive Film,Science Fiction,102.0,5.6,24.0
Root of All Evil?,[],Documentary,93.0,7.7,21.0
What if...,[],Drama,111.0,6.2,19.0
Aziz Ansari: Buried Alive,[],Comedy,79.0,7.4,47.0
Aziz Ansari: Dangerously Delicious,[],Comedy,61.0,7.4,26.0
24 Hours On Craigslist,Yerba Buena Productions Inc.,Documentary,82.0,0.0,0.0
Free Radicals: A History of Experimental Film,[],Documentary,82.0,8.0,2.0
The Reformer and the Redhead,Metro-Goldwyn-Mayer (MGM),Comedy,90.0,0.0,0.0
Great Expectations,BBC Films,Drama,128.0,6.3,101.0
Somm,[],Documentary,93.0,7.1,27.0
Amber Alert,Underground Films\\,Horror,81.0,5.0,27.0
Free Birds,Reel FX Creative Studios,Animation,91.0,5.7,259.0
Little Ninjas,Newport Films,Action,85.0,4.0,1.0
Boy Wonder,Boy Wonder Films,Action,93.0,6.4,58.0
The Day Lincoln Was Shot,[],Drama,95.0,6.0,1.0
Beautiful Dreamer: Brian Wilson and the Story of Smile,[],[],109.0,7.3,3.0
Because You're Mine,Metro-Goldwyn-Mayer (MGM),Comedy,103.0,6.0,1.0
Bed & Breakfast: Love is a Happy Accident,[],Comedy,89.0,3.4,7.0
The Crew,Cineville,Horror,95.0,4.0,1.0
Bailey's Billion$,Echo Bridge Entertainment,Family,93.0,4.0,5.0
Il castello dei morti vivi,Francinor,Horror,91.0,6.5,3.0
Snowball Effect: The Story of Clerks,[],Documentary,92.0,8.9,8.0
In Tranzit,Thema Production,Drama,113.0,6.2,16.0
The Breed,[],Horror,91.0,4.0,12.0
Beautiful Wave,[],Drama,100.0,3.8,3.0
Kaikella rakkaudella,[],[],96.0,5.0,1.0
Last Vegas,Laurence Mark Productions,Comedy,105.0,6.4,813.0
Muscle Shoals,[],Documentary,111.0,7.2,26.0
The Starving Games,Louisiana Production Consultants,Comedy,83.0,4.1,219.0
W.C. Fields and Me,[],Drama,111.0,8.0,1.0
Outside the Law,[],Action,90.0,3.1,6.0
Apache Territory,Columbia Pictures Corporation,Action,77.0,4.7,3.0
Holes in My Shoes,[],[],90.0,0.0,0.0
Apartment 4E,[],Mystery,87.0,7.0,1.0
The Super Cops,Metro-Goldwyn-Mayer (MGM),Drama,90.0,6.2,7.0
Panic Button,Movie Mogul Films,Horror,96.0,5.2,57.0
Insensibles,Ibermedia,Horror,105.0,6.1,58.0
The Lords of Discipline,Paramount Pictures,Drama,102.0,6.5,10.0
Won Ton Ton: the Dog Who Saved Hollywood,Paramount Pictures,Comedy,92.0,3.3,3.0
The Fairy King Of Ar,Bridge Entertainment Group,Fantasy,91.0,5.0,2.0
A Bucket of Blood,Showtime Networks,Thriller,83.0,4.3,3.0
Buttcrack,Troma Entertainment,Horror,68.0,3.4,5.0
Card Subject To Change,ShoreFront Entertainment,Documentary,87.0,4.3,2.0
Stephen Tobolowsky's Birthday Party,[],Documentary,87.0,6.7,3.0
The Conclave,Studio Hamburg International Production,Drama,100.0,6.5,4.0
Making the Boys,[],Documentary,90.0,0.0,1.0
Seduced and Abandoned,[],Documentary,100.0,6.7,15.0
The Institute,[],Documentary,92.0,5.8,12.0
Dreamworld,[],Comedy,92.0,5.9,8.0
Chasing Ghosts,[],Documentary,90.0,6.7,16.0
Chillers,[],Horror,91.0,3.5,2.0
For Those in Peril,Warp Films,Drama,93.0,5.9,5.0
Philomena,BBC Films,Drama,98.0,7.4,588.0
The Book Thief,Studio Babelsberg,Drama,131.0,7.4,1528.0
The Best Man Holiday,Universal,Comedy,123.0,6.7,110.0
Chicago Overcoat,Chicago Overcoat Productions,Action,95.0,6.1,5.0
Aningaaq,[],Drama,7.0,7.1,33.0
The White Shadow,[],[],44.0,10.0,1.0
Caught Inside,[],Thriller,93.0,5.8,4.0
All Mine to Give,Sam Wiesenthal Productions,Drama,103.0,5.9,4.0
China O'Brien,[],Action,86.0,6.5,13.0
The Hunger Games: Catching Fire,Lionsgate,Adventure,146.0,7.4,6656.0
The Hobbit: The Desolation of Smaug,WingNut Films,Adventure,161.0,7.6,4633.0
47 Ronin,Mid Atlantic Films,Drama,119.0,5.9,1357.0
The Chameleon,Lleju Productions,Drama,106.0,4.8,17.0
The Enemies of Reason,[],Documentary,96.0,7.5,12.0
World War II: When Lions Roared,[],Drama,115.0,0.0,0.0
The Dyatlov Pass Incident,Non-Stop Productions,Thriller,100.0,5.7,177.0
"It's the Easter Beagle, Charlie Brown",[],Animation,30.0,4.9,6.0
On Modern Servitude,[],[],52.0,9.0,2.0
WikiRebels: The Documentary,[],Documentary,58.0,7.0,12.0
Beyond the Time Barrier,Miller Consolidated Pictures (MCP),Romance,75.0,6.0,6.0
The Flight That Disappeared,Robert E. Kent Productions,Science Fiction,71.0,4.8,5.0
The Crystal Ball,Paramount Pictures,Comedy,81.0,6.0,1.0
Flesh,Factory Films,Drama,105.0,7.0,6.0
Delivery Man,DreamWorks SKG,Comedy,105.0,6.2,561.0
Charlie Countryman,Bona Fide Productions,Action,108.0,6.4,267.0
Back to the USSR - takaisin Ryssiin,Mondo Furioso Filmproduction,Drama,117.0,5.0,1.0
Bad Biology,Bad Biology,Fantasy,84.0,4.7,45.0
Once Upon a Scoundrel,[],[],99.0,0.0,0.0
Tales from the Organ Trade,[],Documentary,82.0,6.8,4.0
Bells of Capistrano,Republic Pictures (I),Western,0.0,0.0,0.0
Berlin Express,RKO Radio Pictures,Thriller,87.0,5.6,17.0
Hansel & Gretel,The Asylum,Horror,90.0,4.7,84.0
The Happy Poet,[],Comedy,85.0,6.5,4.0
Red Flag,[],Comedy,85.0,4.0,2.0
Breakout,Rollercoaster Entertainment,Action,89.0,4.3,29.0
Shatter Dead,[],Horror,0.0,4.0,2.0
The Club,[],Horror,94.0,3.2,3.0
End of the World,Charles Band Productions,Fantasy,88.0,4.7,3.0
My Louisiana Sky,[],Drama,98.0,2.0,1.0
Z.P.G.,Paramount Pictures,Drama,97.0,5.9,13.0
A Raisin in the Sun,[],Drama,131.0,5.4,11.0
The Story of Esther Costello,Romulus Films,Drama,103.0,6.5,2.0
Club Fed,[],Comedy,93.0,0.0,0.0
Crackerjack,Worldvision,Action,96.0,2.0,2.0
Crime Wave,Favorite Films,Adventure,80.0,5.9,7.0
Zero 2,Kinokultas,Comedy,90.0,5.8,11.0
Crocodile,Nu Image / Millennium Films,Horror,93.0,4.9,33.0
The Mating of Millie,Columbia Pictures Corporation,Comedy,87.0,6.7,3.0
Frozen,Walt Disney Pictures,Animation,102.0,7.3,5440.0
The Ferryman,Lipsync Productions,Fantasy,100.0,4.4,9.0
Disco Godfather,Generation International,Action,93.0,4.4,7.0
Crisis: Behind a Presidential Commitment,Drew Associates,Documentary,52.0,7.8,4.0
The China Lake Murders,[],[],97.0,0.0,0.0
The Galaxy Invader,Moviecraft Entertainment,Horror,79.0,3.3,8.0
Marfa Girl,Marfa,Drama,105.0,5.4,11.0
Bad Girls Go to Hell,Juri Productions,Drama,65.0,5.1,6.0
ThanksKilling,[],Comedy,66.0,4.0,19.0
ThanksKilling 3,[],Comedy,99.0,2.8,6.0
Mr. Morgan's Last Love,Senator Film Produktion,Drama,116.0,6.9,95.0
Les Misérables: 10th Anniversary Concert at the Royal Albert Hall,[],Music,147.0,8.5,9.0
Gekijouban Trigun: Badlands Rumble,FUNimation Entertainment,Science Fiction,95.0,7.4,25.0
Inside Llewyn Davis,StudioCanal,Drama,105.0,7.2,845.0
The Wolf of Wall Street,Paramount Pictures,Crime,180.0,7.9,6768.0
Homefront,Millennium Films,Action,100.0,6.4,898.0
Inferno in diretta,Racing Pictures,Adventure,90.0,5.7,13.0
Cyberjack,Catalyst Films International,Action,99.0,7.3,4.0
Marriage Material,[],[],55.0,8.0,2.0
scissere,[],Drama,88.0,0.0,0.0
7th Cavalry,[],Western,75.0,5.8,4.0
A Deeper Shade of Blue,[],Documentary,90.0,8.0,1.0
Mandela: Long Walk to Freedom,Distant Horizons,Drama,141.0,6.5,225.0
August: Osage County,Jean Doumanian Productions,Comedy,121.0,6.9,497.0
Angels Sing,When Angels Sing,TV Movie,87.0,5.2,17.0
Violette,TS Productions,Drama,132.0,5.4,14.0
Betoniyö,Plattform Produktion,Drama,96.0,6.4,6.0
Days of Darkness,[],Action,89.0,5.0,5.0
Breaking the Girls,Myriad Pictures,Crime,83.0,5.2,26.0
Grave Encounters 2,Death Awaits Cinema,Horror,95.0,5.2,251.0
Fright Night 2: New Blood,Gaeta / Rosenzweig Films,Horror,99.0,4.4,81.0
Sweetwater,Kickstart Productions,Western,95.0,6.0,71.0
All Is Bright,Sidney Kimmel Entertainment,Comedy,107.0,5.3,36.0
True Heart,Orion Pictures,Action,92.0,5.1,7.0
Tim's Vermeer,High Delft Pictures,Documentary,80.0,7.1,65.0
After Tiller,Oscilloscope Laboratories,Documentary,85.0,8.8,6.0
Lovecraft: Fear of the Unknown,[],Documentary,90.0,6.8,15.0
Stuck Between Stations,[],Drama,85.0,6.3,12.0
Legally Blondes,Type A Films,Comedy,86.0,4.4,48.0
American Hustle,Columbia Pictures,Drama,138.0,6.8,2868.0
The Secret Life of Walter Mitty,New Line Cinema,Adventure,114.0,7.0,3213.0
Her,Warner Bros.,Romance,126.0,7.9,4215.0
The War Between Men and Women,Cinema Center Films,Comedy,110.0,7.7,3.0
The April Fools,Cinema Center Films,Drama,95.0,6.0,3.0
Captain Abu Raed,GigaPix Studios,Drama,102.0,7.4,5.0
The Man You Had in Mind,TLA Releasing,[],95.0,0.0,0.0
The Cosmonaut,[],Drama,93.0,4.9,6.0
The Life & Adventures of Santa Claus,[],Animation,50.0,7.0,2.0
Malta G.C.,Ministry of Information,Documentary,19.0,0.0,0.0
Baboona,[],[],0.0,0.0,0.0
Stakeout on Dope Street,Warner Bros.,Crime,89.0,5.0,1.0
The Challenger,BBC,Thriller,90.0,7.1,33.0
Linsanity,[],Documentary,88.0,6.7,11.0
Some Girl(s),[],Comedy,90.0,5.0,31.0
Música Campesina,[],[],100.0,0.0,0.0
A Christmas Carol,British Broadcasting Corporation (BBC),Family,58.0,5.0,3.0
Open Grave,Speranza Films A/S,Horror,102.0,5.9,250.0
The Dead Next Door,Suburban Tempe Company,Horror,84.0,5.4,14.0
Ski Patrol,Universal Pictures,War,64.0,0.0,0.0
Sel8nne,[],Documentary,110.0,8.0,6.0
The Fourth Angel,New Legend Media,Action,96.0,5.7,20.0
Route 666,Lions Gate Films,Horror,86.0,4.9,13.0
The Rat Race,Paramount Pictures,Comedy,105.0,6.7,5.0
Six by Sondheim,Sabella Dern Entertainment,Documentary,86.0,7.3,4.0
Straight From the Heart,[],TV Movie,100.0,5.0,5.0
The Punk Singer,[],Documentary,80.0,7.2,31.0
The Dead Pit,[],Horror,95.0,5.5,8.0
Dead Set,[],Comedy,141.0,7.0,87.0
Dead Silence,[],[],105.0,5.3,3.0
I-See-You.Com,Filmquest Pictures,Comedy,92.0,4.1,14.0
Lone Survivor,Universal Pictures,Action,121.0,7.4,1549.0
A Christmas Carol,DiC Entertainment,Animation,72.0,5.7,9.0
A Christmas Carol,[],Drama,87.0,6.2,5.0
A Fairly Odd Christmas,Pacific Bay Entertainment Canada,Family,65.0,5.4,18.0
Geography Club,Huffington Pictures,Comedy,79.0,6.5,55.0
Drei Sterne - Die Köche und die Sterne,[],Foreign,90.0,6.0,3.0
My Amityville Horror,Lost Witness Pictures,Documentary,88.0,5.9,26.0
Dead Weekend,IRS Media,Comedy,82.0,2.0,1.0
"A Fairly Odd Movie: Grow Up, Timmy Turner!",Pacific Bay Entertainment Canada,Family,57.0,4.7,47.0
The Armstrong Lie,[],Documentary,124.0,6.9,50.0
An Adventure in Space and Time,British Broadcasting Corporation (BBC),Drama,90.0,7.7,68.0
Mountaintop Motel Massacre,New World Pictures,Horror,95.0,5.3,10.0
Star Trek: Of Gods And Men,ST Renegades,Action,87.0,5.2,5.0
Saving Mr. Banks,Walt Disney Pictures,Comedy,125.0,7.3,1256.0
Kinbaku,[],Documentary,29.0,0.0,0.0
L'hiver dernier,[],Thriller,103.0,5.5,4.0
The Frozen Dead,Seven Arts Productions,Science Fiction,95.0,4.0,4.0
Captive Women,Albert Zugsmith Productions,Science Fiction,64.0,0.0,0.0
The Boy and the Pirates,Bert I. Gordon Productions,Fantasy,82.0,5.3,3.0
Ways to Live Forever,[],Drama,90.0,7.0,12.0
Visions of Europe,Zentropa Entertainments,Comedy,140.0,3.7,3.0
Ghetto,Lietuvos Kinostudija,History,0.0,5.8,5.0
The Battle of Amfar,Home Box Office (HBO),Documentary,40.0,5.0,1.0
Blue Sunshine,Ellanby Films,Horror,89.0,6.4,12.0
Kean,Films Albatros,Drama,136.0,5.0,1.0
Is the Man Who Is Tall Happy?,[],Documentary,88.0,7.1,32.0
All Things To All Men,Universal Pictures,Thriller,84.0,4.2,19.0
The Outsider,Hollywood Media Bridge,Action,94.0,4.6,37.0
The Truth About Emanuel,MRB Productions,Drama,96.0,6.2,80.0
Midnight Clear,Jenkins Entertainment,Drama,103.0,0.0,0.0
The Nutcracker: The Untold Story,Vnesheconombank,Fantasy,110.0,5.3,52.0
The Wipers Times,British Broadcasting Corporation (BBC),TV Movie,90.0,7.3,6.0
A Storm in Summer,Hallmark Entertainment,[],94.0,7.0,1.0
Deadbolt,[],Thriller,92.0,4.5,2.0
The Deadly Spawn,[],Drama,78.0,5.3,25.0
Deadly Surveillance,Allegro Films,TV Movie,88.0,0.0,0.0
Monte Carlo or Bust!,Paramount Pictures,Adventure,122.0,6.8,10.0
Cowboy del Amor,[],Documentary,86.0,10.0,1.0
La Nuit Des Traquées,[],Horror,87.0,5.9,11.0
I Heart Monster Movies,Trionic Entertainment,Horror,78.0,0.0,0.0
Deadly Voyage,HBO Films,Drama,90.0,3.0,2.0
Decampitated,[],[],92.0,2.9,6.0
Djúpið,Blueeyes Productions,Drama,95.0,6.2,21.0
Lèvres de sang,Nordia Films,Horror,88.0,6.8,8.0
The Grotesque,Xingu Films,Comedy,0.0,7.0,2.0
American Raspberry,[],Comedy,75.0,6.3,3.0
The Last Ride,Mozark Productions,Drama,102.0,5.9,5.0
Hava Nagila: The Movie,[],[],75.0,6.5,2.0
The Bling Ring,dick clark productions,Drama,87.0,4.1,20.0
A Perfect Man,[],Drama,95.0,4.8,14.0
Lady and the Tramp II: Scamp's Adventure,Walt Disney Pictures,Romance,69.0,6.0,256.0
Oldboy,Vertigo Entertainment,Drama,104.0,5.9,632.0
Aquí Entre Nos,[],Comedy,73.0,6.0,3.0
Le frisson des vampires,Les Films Modernes,Horror,95.0,4.0,9.0
Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,119.0,6.0,940.0
Escape Fire: The Fight to Rescue American Healthcare,[],Documentary,100.0,8.0,3.0
Killing Lincoln,National Geographic Channel,Documentary,89.0,5.5,20.0
Good Ol’ Freda,[],Documentary,86.0,6.9,24.0
Call Me Crazy: A Five Film,Sony Pictures Television,Drama,90.0,6.3,19.0
Sarah Silverman: We Are Miracles,Home Box Office (HBO),Comedy,60.0,6.5,5.0
Mike Tyson: Undisputed Truth,HBO Films,Comedy,90.0,6.7,20.0
Moms Mabley: I Got Somethin' to Tell You,[],[],90.0,6.0,2.0
"Take Her, She's Mine",Twentieth Century Fox Film Corporation,Comedy,98.0,0.0,0.0
Christmas Eve,United Artists,Comedy,93.0,6.5,4.0
Massacre Mafia Style,[],Action,82.0,6.7,7.0
Hellbound?,[],Horror,84.0,5.0,1.0
Demon Wind,United Filmmakers,Horror,96.0,4.5,4.0
The Phynx,Cinema Organization,Comedy,81.0,3.0,1.0
Haunter,Wild Bunch,Horror,97.0,5.9,211.0
The Big Fix,Universal Pictures,Comedy,108.0,6.1,10.0
Wrong Cops,CTB Film Company,Comedy,83.0,5.9,65.0
A Muppets Christmas: Letters to Santa,Walt Disney Studios Home Entertainment,Adventure,55.0,5.7,7.0
The Diamond Fleece,[],[],,0.0,0.0
Diving In,Creative Entertainment Group,Comedy,93.0,0.0,0.0
Ninja: Shadow of a Tear,Millennium Films,Action,95.0,5.9,94.0
Always,[],[],105.0,3.0,2.0
The Sandlot: Heading Home,[],Adventure,96.0,5.6,16.0
Free Style,Rigel Entertainment,Drama,94.0,5.8,4.0
James Gandolfini: Tribute To A Friend,HBO,Documentary,35.0,6.7,6.0
$ellebrity,Run Rampant,Documentary,89.0,5.5,9.0
Macabro,A.M.A. Film,Horror,89.0,6.0,17.0
Punk's Dead: SLC Punk 2,[],Comedy,75.0,6.0,3.0
As Cool as I Am,Identity Films,Comedy,92.0,4.9,35.0
Ice Quake,Quake Productions,Thriller,91.0,3.8,28.0
Snow Beast,Silver Peak Productions,Drama,90.0,3.3,14.0
Fun Size,Paramount Pictures,Comedy,87.0,5.5,139.0
Death of a Superhero,Bavaria Pictures,Animation,97.0,6.9,44.0
A Princess for Christmas,Motion Picture Corporation of America (MPCA),Comedy,89.0,6.4,56.0
Apnoia,[],Thriller,0.0,4.5,2.0
Alien Cargo,[],Science Fiction,90.0,4.9,8.0
WNUF Halloween Special,[],Horror,83.0,6.2,9.0
White Reindeer,IFC Films,Comedy,82.0,5.3,10.0
Red Obsession,Lion Rock Productions,Documentary,75.0,6.1,8.0
The Physician,ARD Degeto Film,Adventure,155.0,7.2,365.0
High School,Donau Filmproduktion,Comedy,99.0,5.8,44.0
Timescape,[],Mystery,99.0,6.4,20.0
Springsteen & I,Scott Free Productions,Documentary,77.0,7.5,11.0
I Will Fight No More Forever,David L. Wolper Productions,Action,106.0,3.3,3.0
Solo,Lumanity Production,Thriller,83.0,4.7,10.0
The Lost Thing,[],Animation,15.0,6.6,21.0
Mio min Mio,Gorky Film Studio,Adventure,99.0,6.3,23.0
Wild Women,[],Western,74.0,0.0,0.0
Ο Ξεναγός,[],Comedy,94.0,10.0,1.0
Die feinen Unterschiede,[],[],80.0,0.0,0.0
Vendetta,Richwater Films,Action,102.0,6.1,27.0
The Human Race,Paul Hough Entertainment,Horror,87.0,5.0,68.0
Escape to Athena,[],Adventure,125.0,5.5,19.0
Smiley,Level 10 Films,Horror,90.0,4.3,109.0
Dot.Kill,Lucky UKFS,Thriller,87.0,3.7,6.0
I Am Not a Hipster,[],Drama,90.0,4.8,5.0
Rio Sex Comedy,[],Comedy,124.0,3.3,6.0
I Am Divine,Automat Pictures,Documentary,90.0,7.0,20.0
Grudge Match,Gerber Pictures,Comedy,113.0,6.0,437.0
Justin Bieber's Believe,Open Road Films,Documentary,92.0,7.3,68.0
Marvin Hamlisch: What He Did For Love,[],Documentary,82.0,10.0,1.0
Meat the Truth,[],Documentary,74.0,10.0,1.0
The Citizen,[],[],99.0,6.4,15.0
Highlander: The Search for Vengeance,Imagi Animation Studios,Action,86.0,6.5,27.0
The Botany of Desire,[],Documentary,120.0,6.3,4.0
By the People: The Election of Barack Obama,[],Documentary,116.0,6.9,4.0
Opera Australia: The Pirates of Penzance,[],[],112.0,0.0,0.0
American Addict,[],[],98.0,6.3,5.0
Bounty Killer,Kickstart Productions,Action,93.0,5.8,84.0
Lomalla,[],Thriller,85.0,5.6,5.0
The Class of '92,[],Documentary,98.0,7.1,35.0
12 Rounds 2: Reloaded,WWE Studios,Action,95.0,5.6,101.0
Nuda per Satana,[],Horror,82.0,3.9,13.0
A.C.O.D.,Black Bear Pictures,Comedy,88.0,5.5,106.0
Ass Backwards,Worldview Entertainment,Adventure,90.0,4.6,31.0
Dollman vs. Demonic Toys,Full Moon Entertainment,Horror,64.0,4.2,12.0
Dream Machine,[],Action,88.0,4.8,6.0
The Dungeon Masters,[],Documentary,87.0,6.0,5.0
Paranormal Activity: The Marked Ones,Blumhouse Productions,Horror,84.0,5.2,455.0
Only Lovers Left Alive,Pandora Film,Drama,123.0,7.2,585.0
Swing,[],Comedy,90.0,6.0,2.0
B.T.K.,[],Drama,90.0,3.6,7.0
Short Eyes,Harris / Fox Production,Drama,100.0,7.1,12.0
MacGyver: Trail to Doomsday,Gekko Film,Action,93.0,5.5,15.0
Vegucated,[],Documentary,76.0,7.5,12.0
Earth vs. the Spider,Columbia TriStar Home Video,Horror,90.0,5.0,17.0
Easy Wheels,[],Action,94.0,3.0,2.0
Bag det stille ydre,Zentropa Entertainments,Horror,94.0,4.8,5.0
Goliath Awaits,Columbia Pictures Television,Adventure,200.0,4.4,5.0
Hit Man,Metro-Goldwyn-Mayer (MGM),Action,90.0,6.3,2.0
The Valley of Gwangi,Warner Brothers/Seven Arts,Action,96.0,7.5,52.0
Voyage to the Prehistoric Planet,[],Science Fiction,78.0,4.2,10.0
Greenwich Village: Music That Defined a Generation,[],[],121.0,7.7,3.0
Kauwboy,Waterland Film & TV,Family,81.0,6.0,20.0
Liberty,Hal Roach Studios,Comedy,20.0,6.9,7.0
The Killings at Outpost Zeta,Sandler Institutional Films,Horror,89.0,5.0,2.0
Expect No Mercy,Film One Productions,Action,91.0,4.1,6.0
The Expert,[],[],92.0,5.7,3.0
I Know That Voice,Dundee Entertainment,Documentary,90.0,7.0,43.0
The Fallen,[],Drama,112.0,5.5,2.0
Fade to Black,Leisure Investment Company,Drama,102.0,5.9,15.0
Bad Karma,[],Thriller,92.0,2.6,5.0
Bad Karma,Anchor Bay,Thriller,87.0,4.6,4.0
Bandidos,[],Adventure,95.0,6.0,2.0
The Invisible Woman,BBC Films,Drama,111.0,6.2,66.0
Dirty Movie,National Lampoon,Comedy,91.0,3.4,15.0
Freezer,Envision Media Arts,Action,88.0,5.2,51.0
Caught,World Wide Pictures (WWP),Action,115.0,0.0,0.0
The Texican,[],Action,81.0,5.7,3.0
The Gilded Lily,Paramount Pictures,Comedy,80.0,0.0,0.0
The Bride Comes Home,Paramount Pictures,Comedy,83.0,0.0,0.0
